# Product: e-CALLISTO_2024_01.txt
# Prepared by PI e-Callisto
# Please send comments and suggestions to christian.monstein(at)irsol.usi.ch
#
# Missing data: ##:##-##:##
#
#Date	Time	Type	Stations
#-------------------------------------------------------------------------------
20240101	18:02-18:02	III	MEXICO-LANCE, (USA-ARIZONA-ERAU)
20240101	22:51-22:55	CTM	Australia-ASSA
20240101	23:20-23:21	III	Australia-ASSA
20240102	02:48-02:48	III	Australia-ASSA
20240102	08:01-08:04	III	HUMAIN, (INDIA-OOTY)
20240102	09:01-09:02	III	HUMAIN, INDIA-GAURI, INDIA-OOTY
20240102	10:21-10:22	III	AUSTRIA-UNIGRAZ, (BIR), EGYPT-Alexandria, GERMANY-DLR, HUMAIN, INDIA-GAURI, INDIA-OOTY, (Malaysia-Banting), (NORWAY-EGERSUND), SWISS-Landschlacht, SWISS-MUHEN, [TRIEST]
20240102	12:08-12:13	RBR	HUMAIN
20240102	15:16-15:16	III	USA-ARIZONA-ERAU
20240102	18:36-18:36	III	MEXICO-LANCE
20240103	00:48-00:48	III	Australia-ASSA
20240103	01:47-01:47	III	Australia-ASSA
20240103	03:23-03:23	III	Australia-ASSA
20240103	07:38-07:38	III	Australia-ASSA, INDIA-OOTY
20240103	10:35-10:35	III	AUSTRIA-UNIGRAZ, GERMANY-DLR, HUMAIN, INDIA-OOTY, TRIEST
20240103	12:05-12:06	III	GERMANY-DLR
20240103	22:09-22:10	III	Australia-ASSA, MEXICO-LANCE
20240104	00:47-00:59	VI	Australia-ASSA, Malaysia-Banting
20240104	03:52-03:52	III	Australia-ASSA, (INDIA-GAURI)
20240104	05:22-05:23	III	Australia-ASSA, INDIA-GAURI
20240104	06:43-06:43	III	INDIA-GAURI
20240104	08:00-08:00	III	(AUSTRIA-UNIGRAZ), Australia-ASSA, HUMAIN, INDIA-GAURI, INDIA-OOTY
20240104	09:25-09:25	III	(AUSTRIA-UNIGRAZ), Australia-ASSA, EGYPT-Alexandria, (GERMANY-DLR), HUMAIN, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, TRIEST
20240104	17:23-17:59	VI	MEXICO-LANCE, USA-ARIZONA-ERAU
20240105	00:25-00:48	VI	Australia-ASSA
